location,date,year,latitude,longitude,attendant,animal,site,place_code
Brier Island,2015-Aug-17,2015,44.26102,-66.33683,Bob,Kraken,742,BRI32
Brier Island,2015-Aug-17,2015,44.26132,-66.35675,Bob,Kraken,742,BRI18
Brier Island,2015-Aug-17,2015,44.26142,-66.35618,Bob,Kraken,742,BRI03
Brier Island,2015-Aug-17,2015,44.25333,-66.34543,Sue,Kraken,742,BRI14
Brier Island,2018-Aug-09,2018,44.27156,-66.3463,Bob,Kraken,742,BRI47
Brier Island,2018-Aug-09,2018,44.27179167,-66.346055,Bob,Kraken,742,BRI45
Brier Island,2018-Aug-09,2018,44.25227,-66.3463,Bob,Kraken,742,BRI40
Brier Island,2018-Aug-09,2018,44.26253333,-66.33691,Bob,Kraken,742,BRI46
Brier Island,2018-Aug-09,2018,44.25336667,-66.35540333,Sue,Kraken,742,BRI14
Country Harbour,2004-Sep-15,2004,45.195714,-61.707058,Bob,Kraken,1,CTH12
Country Harbour,2004-Sep-15,2004,45.18862,-61.710156,Bob,Kraken,1,CTH11
Country Harbour,2004-Sep-15,2004,45.24213,-61.748923,Bob,Kraken,622,CTH02
Country Harbour,2004-Sep-15,2004,45.174098,-61.706472,Bob,Kraken,623,CTH15
Country Harbour,2004-Sep-15,2004,45.168271,-61.681446,Sue,Kraken,Not numbered,CTH23
Country Harbour,2004-Sep-15,2004,45.179495,-61.691047,Sue,Kraken,Not numbered,CTH17
Country Harbour,2004-Sep-15,2004,45.178311,-61.710918,Sue,Kraken,Not numbered,CTH22
Country Harbour,2004-Sep-15,2004,45.205565,-61.735018,Sue,Kraken,Not numbered,CTH08
Country Harbour,2004-Sep-15,2004,45.208915,-61.716625,Sue,Kraken,Not numbered,CTH06
Country Harbour,2004-Sep-15,2004,45.238601,-61.785949,Sue,Kraken,Not numbered,CTH01
Country Harbour,2004-Sep-16,2004,45.169171,-61.717383,Sue,Kraken,Not numbered,CTH13
Country Harbour,2005-Jul-11,2005,45.201072,-61.715932,Sue,Kraken,Not numbered,CTH34
Country Harbour,2005-Jul-11,2005,45.205467,-61.719569,Sue,Kraken,Not numbered,CTH39
Country Harbour,2005-Jul-12,2005,45.201421,-61.722964,Bob,Kraken,1,CTH10
Country Harbour,2005-Jul-12,2005,45.165632,-61.718675,Bob,Kraken,623,CTH14
Country Harbour,2005-Jul-12,2005,45.198284,-61.700974,Bob,Kraken,750,CTH22
Country Harbour,2005-Jul-12,2005,45.174453,-61.699053,Bob,Kraken,1307,CTH27
Country Harbour,2005-Jul-12,2005,45.166324,-61.700942,Bob,Kraken,1307,CTH26
Country Harbour,2005-Jul-12,2005,45.157956,-61.70224,Bob,Kraken,1307,CTH25
Country Harbour,2005-Jul-12,2005,45.15954,-61.683787,Bob,Kraken,1307,CTH24
Country Harbour,2005-Jul-12,2005,45.184112,-61.710576,Sue,Kraken,Not numbered,CTH32
Country Harbour,2005-Jul-12,2005,45.179308,-61.701244,Sue,Kraken,Not numbered,CTH17
Country Harbour,2005-Jul-13,2005,45.156255,-61.687759,Bob,Kraken,746,CTH31
Country Harbour,2005-Jul-13,2005,45.160275,-61.687207,Sue,Kraken,Not numbered,CTH28
Denas Pond,2004-Sep-09,2004,45.997787,-60.988578,Bob,Kraken,193,DEP09
Denas Pond,2004-Sep-14,2004,46.014777,-60.995251,Sue,Kraken,Not numbered,DEP05
Denys Basin,2005-Sep-14,2005,45.894866,-61.003275,Bob,Kraken,371,DYB19
Denys Basin,2005-Sep-14,2005,45.874831,-60.997731,Bob,Kraken,1024,DYB08
Denys Basin,2005-Sep-14,2005,45.885038,-61.007722,Sue,Kraken,Not numbered,DYB04
Denys Basin,2005-Sep-14,2005,45.899564,-60.985535,Sue,Kraken,Not numbered,DYB09
Denys Basin,2005-Sep-14,2005,45.902594,-61.02984,Sue,Kraken,Not numbered,DYB17
Denys Basin,2005-Sep-14,2005,45.903776,-61.001154,Sue,Kraken,Not numbered,DYB21
Denys Basin,2008-Aug-21,2008,45.913901,-61.011172,Bob,Kraken,371,DYB18
Denys Basin,2008-Aug-21,2008,45.894898,-61.023375,Bob,Kraken,371,DYB19
Denys Basin,2008-Aug-21,2008,45.905184,-61.014953,Bob,Kraken,371,DYB20
Denys Basin,2008-Aug-21,2008,45.912589,-61.033477,Sue,Kraken,Not numbered,DYB54
Denys Basin,2008-Aug-21,2008,45.896041,-61.00196,Sue,Kraken,Not numbered,DYB55
Eel Lake,2005-Oct-20,2005,43.816742,-65.917773,Bob,Kraken,911,EEL03
Eel Lake,2005-Oct-20,2005,43.827025,-65.90867,Bob,Kraken,911,EEL02
Eel Lake,2005-Oct-20,2005,43.810678,-65.891521,Bob,Kraken,1087,EEL07
Eel Lake,2005-Oct-20,2005,43.815441,-65.896332,Bob,Kraken,1314,EEL14
Eel Lake,2005-Oct-20,2005,43.816417,-65.887927,Bob,Kraken,1314,EEL13
Eel Lake,2005-Oct-20,2005,43.817166,-65.90927,Bob,Kraken,1314,EEL12
Eel Lake,2005-Oct-20,2005,43.823563,-65.887623,Sue,Kraken,Not numbered,EEL17
Eel Lake,2005-Oct-20,2005,43.808511,-65.901191,Sue,Kraken,Not numbered,EEL09
Eel Lake,2005-Oct-20,2005,43.822283,-65.91718,Sue,Kraken,Not numbered,EEL05
Eel Lake,2010-Feb-06,2010,43.81265,-65.91638333,Bob,Kraken,1326,D
Eel Lake,2010-Feb-06,2010,43.82323333,-65.90403333,Bob,Kraken,1326,C
Eel Lake,2010-Feb-06,2010,43.82341667,-65.89598333,Bob,Kraken,1326,G
Eel Lake,2010-Feb-06,2010,43.81355,-65.91505,Bob,Kraken,1326,E
Eel Lake,2010-Feb-06,2010,43.83381667,-65.8969,Bob,Kraken,1326,A
Eel Lake,2010-Feb-06,2010,43.83433333,-65.90455,Bob,Kraken,1326,B
Gegogan Harbour,2004-Nov-24,2004,45.04684,-61.973276,Bob,Kraken,2,GGH01
Gegogan Harbour,2004-Nov-24,2004,45.020355,-61.903828,Sue,Kraken,Not numbered,GGH03
Indian Harbour,2007-Aug-21,2007,45.085089,-61.82178,Bob,Kraken,880,INH07
Indian Harbour,2007-Aug-21,2007,45.09111,-61.827487,Bob,Kraken,1001,INH03
Indian Harbour,2007-Aug-21,2007,45.078288,-61.814227,Sue,Kraken,Not numbered,INH05
Issacs Harbour,2005-Jul-13,2005,45.161171,-61.661864,Sue,Kraken,Not numbered,ISH03
Janvrin Island,2004-Jul-21,2004,45.531012,-61.096608,Bob,Kraken,1085,JVA05
Janvrin Island,2004-Jul-21,2004,45.528112,-61.115719,Bob,Kraken,1098,JVA09
Janvrin Island,2004-Jul-21,2004,45.517557,-61.106425,Sue,Kraken,Not numbered,JVA03
Janvrin Island,2004-Jul-21,2004,45.520856,-61.12301,Sue,Kraken,Not numbered,JVA07
Jeddore Harbour,2004-Sep-21,2004,44.745418,-63.026242,Bob,Kraken,63,JDH06
Jeddore Harbour,2004-Sep-21,2004,44.747001,-63.025485,Bob,Kraken,63,JDH07
Jeddore Harbour,2004-Sep-21,2004,44.748529,-63.017377,Sue,Kraken,Not numbered,JDH04
Jeddore Harbour,2004-Sep-21,2004,44.751424,-63.027034,Sue,Kraken,Not numbered,JDH09
Jeddore Harbour,2004-Sep-21,2004,44.76473,-63.031466,Sue,Kraken,Not numbered,JDH12
Jeddore Harbour,2004-Sep-21,2004,44.757661,-63.052964,Sue,Kraken,Not numbered,JDH13
Jordan Bay,2010-Nov-09,2010,43.66585,-65.1941,Sue,Kraken,1359,JDB05
Jordan Bay,2010-Nov-09,2010,43.68833,-65.21039,Bob,Kraken,1359,JDB03
Jordan Bay,2010-Nov-09,2010,43.67929,-65.19395,Bob,Kraken,1359,JDB13
Jordan Bay,2010-Nov-09,2010,43.68996,-65.2149,Bob,Kraken,1359,JDB12
Jordan Bay,2010-Nov-09,2010,43.68075,-65.19367,Bob,Kraken,1359,JDB11
Jordan Bay,2010-Nov-09,2010,43.69113,-65.19461,Bob,Kraken,1359,JDB10
Jordan Bay,2010-Nov-09,2010,43.67203,-65.19572,Bob,Kraken,1359,JDB09
Jordan Bay,2010-Nov-09,2010,43.68284,-65.19447,Bob,Kraken,1359,JDB08
Jordan Bay,2010-Nov-09,2010,43.68322,-65.20537,Bob,Kraken,1359,JDB07
Jordan Bay,2010-Nov-09,2010,43.6753,-65.20294,Bob,Kraken,1359,JDB02
Jordan Bay,2010-Nov-09,2010,43.68645,-65.20642,Sue,Kraken,1359,JDB06
Jordan Bay,2010-Nov-19,2010,43.70812,-65.20257,Sue,Kraken,1358,JDB18
Jordan Bay,2010-Nov-19,2010,43.68893,-65.18646,Bob,Kraken,1358,JDB17
Jordan Bay,2010-Nov-19,2010,43.69066,-65.19079,Bob,Kraken,1358,JDB16
Jordan Bay,2010-Nov-19,2010,43.71124,-65.19446,Bob,Kraken,1358,JDB26
Jordan Bay,2010-Nov-19,2010,43.69159,-65.1957,Bob,Kraken,1358,JDB25
Jordan Bay,2010-Nov-19,2010,43.71251,-65.20459,Bob,Kraken,1358,JDB24
Jordan Bay,2010-Nov-19,2010,43.70282,-65.20561,Bob,Kraken,1358,JDB23
Jordan Bay,2010-Nov-19,2010,43.69361,-65.19688,Bob,Kraken,1358,JDB22
Jordan Bay,2010-Nov-19,2010,43.69452,-65.20578,Bob,Kraken,1358,JDB21
Jordan Bay,2010-Nov-19,2010,43.71483,-65.18678,Bob,Kraken,1358,JDB20
Jordan Bay,2010-Nov-19,2010,43.70554,-65.21036,Bob,Kraken,1358,JDB14
Jordan Bay,2010-Nov-19,2010,43.6973,-65.19467,Bob,Kraken,1358,JDB15
Jordan Bay,2010-Nov-19,2010,43.69811,-65.19839,Sue,Kraken,1358,JDB19
Jordan Bay,2013-Jul-22,2013,43.66587,-65.19408,Sue,Kraken,1359,JDB05
Jordan Bay,2013-Jul-22,2013,43.66878,-65.2137,Bob,Kraken,1359,JDB31
Jordan Bay,2013-Jul-22,2013,43.67997,-65.19442,Bob,Kraken,1359,JDB30
Jordan Bay,2013-Jul-22,2013,43.68265,-65.19522,Bob,Kraken,1359,JDB29
Jordan Bay,2013-Jul-22,2013,43.69378,-65.21595,Bob,Kraken,1359,JDB28
Jordan Bay,2013-Jul-22,2013,43.69658,-65.21645,Sue,Kraken,1359,JDB27
Jordan Bay,2013-Jul-23,2013,43.69812,-65.20265,Sue,Kraken,1358,JDB18
Jordan Bay,2013-Jul-23,2013,43.68812,-65.20265,Sue,Kraken,1358,JDB18
Jordan Bay,2013-Jul-23,2013,43.70045,-65.184,Bob,Hydra,1358,JDB35
Jordan Bay,2013-Jul-23,2013,43.70045,-65.194,Bob,Hydra,1358,JDB35
Jordan Bay,2013-Jul-23,2013,43.7016,-65.18478,Bob,Kraken,1358,JDB34
Jordan Bay,2013-Jul-23,2013,43.6916,-65.19478,Bob,Kraken,1358,JDB34
Jordan Bay,2013-Jul-23,2013,43.7144,-65.18537,Bob,Kraken,1358,JDB33
Jordan Bay,2013-Jul-23,2013,43.7044,-65.19537,Bob,Kraken,1358,JDB33
Jordan Bay,2013-Jul-23,2013,43.71555,-65.20605,Bob,Kraken,1358,JDB32
Jordan Bay,2013-Jul-23,2013,43.69555,-65.20605,Bob,Kraken,1358,JDB32
Jordan Bay,2013-Jul-23,2013,43.71802,-65.18842,Sue,Kraken,1358,JDB36
Jordan Bay,2013-Jul-23,2013,43.69802,-65.18842,Sue,Kraken,1358,JDB36
Jordan Bay,2013-Oct-22,2013,43.69815,-65.19267,Sue,Kraken,1358,JDB18
Jordan Bay,2013-Oct-22,2013,43.70815,-65.20267,Sue,Kraken,1358,JDB18
Jordan Bay,2013-Oct-22,2013,43.71047,-65.19403,Bob,Kraken,1358,JDB35
Jordan Bay,2013-Oct-22,2013,43.70047,-65.18403,Bob,Kraken,1358,JDB35
Jordan Bay,2013-Oct-22,2013,43.70105,-65.19458,Bob,Kraken,1358,JDB41
Jordan Bay,2013-Oct-22,2013,43.70105,-65.20458,Bob,Kraken,1358,JDB41
Jordan Bay,2013-Oct-22,2013,43.69218,-65.20457,Bob,Kraken,1358,JDB40
Jordan Bay,2013-Oct-22,2013,43.71218,-65.19457,Bob,Kraken,1358,JDB40
Jordan Bay,2013-Oct-22,2013,43.70288,-65.18503,Bob,Kraken,1358,JDB39
Jordan Bay,2013-Oct-22,2013,43.71288,-65.19503,Bob,Kraken,1358,JDB39
Jordan Bay,2013-Oct-22,2013,43.69372,-65.20555,Bob,Kraken,1358,JDB38
Jordan Bay,2013-Oct-22,2013,43.69372,-65.20555,Bob,Kraken,1358,JDB38
Jordan Bay,2013-Oct-22,2013,43.71492,-65.19557,Bob,Kraken,1358,JDB37
Jordan Bay,2013-Oct-22,2013,43.71492,-65.18557,Bob,Kraken,1358,JDB37
Jordan Bay,2013-Oct-22,2013,43.71557,-65.19598,Bob,Kraken,1358,JDB32
Jordan Bay,2013-Oct-22,2013,43.70557,-65.18598,Bob,Kraken,1358,JDB32
Jordan Bay,2013-Oct-22,2013,43.69803,-65.19843,Sue,Kraken,1358,JDB19
Jordan Bay,2013-Oct-22,2013,43.71803,-65.19843,Sue,Kraken,1358,JDB19
Jordan Bay,2013-Oct-23,2013,43.67578,-65.21407,Sue,Kraken,1359,JDB05
Jordan Bay,2013-Oct-23,2013,43.66578,-65.20407,Sue,Kraken,1359,JDB05
Jordan Bay,2013-Oct-23,2013,43.6888,-65.21372,Bob,Kraken,1359,JDB31
Jordan Bay,2013-Oct-23,2013,43.6888,-65.21372,Bob,Kraken,1359,JDB31
Jordan Bay,2013-Oct-23,2013,43.6894,-65.19417,Bob,Kraken,1359,JDB45
Jordan Bay,2013-Oct-23,2013,43.6794,-65.21417,Bob,Kraken,1359,JDB45
Jordan Bay,2013-Oct-23,2013,43.6905,-65.21427,Bob,Kraken,1359,JDB44
Jordan Bay,2013-Oct-23,2013,43.6705,-65.19427,Bob,Kraken,1359,JDB44
Jordan Bay,2013-Oct-23,2013,43.69142,-65.19487,Bob,Hydra,1359,JDB43
Jordan Bay,2013-Oct-23,2013,43.69142,-65.21487,Bob,Kraken,1359,JDB43
Jordan Bay,2013-Oct-23,2013,43.68198,-65.19537,Bob,Kraken,1359,JDB42
Jordan Bay,2013-Oct-23,2013,43.68198,-65.19537,Bob,Kraken,1359,JDB42
Jordan Bay,2013-Oct-23,2013,43.67322,-65.20545,Bob,Kraken,1359,JDB07
Jordan Bay,2013-Oct-23,2013,43.68322,-65.21545,Bob,Kraken,1359,JDB07
Jordan Bay,2013-Oct-23,2013,43.69382,-65.20592,Bob,Kraken,1359,JDB28
Jordan Bay,2013-Oct-23,2013,43.67382,-65.20592,Bob,Kraken,1359,JDB28
Jordan Bay,2013-Oct-23,2013,43.6864,-65.20642,Sue,Kraken,1359,JDB06
Jordan Bay,2013-Oct-23,2013,43.6764,-65.20642,Sue,Kraken,1359,JDB06
Jordan Bay,2014-Apr-03,2014,43.67587,-65.19405,Sue,Kraken,1359,JDB05
Jordan Bay,2014-Apr-03,2014,43.68587,-65.21405,Sue,Kraken,1359,JDB05
Jordan Bay,2014-Apr-03,2014,43.66885,-65.21367,Bob,Kraken,1359,JDB31
Jordan Bay,2014-Apr-03,2014,43.68885,-65.21367,Bob,Kraken,1359,JDB31
Jordan Bay,2014-Apr-03,2014,43.66944,-65.21402,Bob,Kraken,1359,JDB47
Jordan Bay,2014-Apr-03,2014,43.66944,-65.19402,Bob,Kraken,1359,JDB47
Jordan Bay,2014-Apr-03,2014,43.69007,-65.214,Bob,Kraken,1359,JDB46
Jordan Bay,2014-Apr-03,2014,43.67007,-65.194,Bob,Kraken,1359,JDB46
Jordan Bay,2014-Apr-03,2014,43.68144,-65.19485,Bob,Kraken,1359,JDB43
Jordan Bay,2014-Apr-03,2014,43.67144,-65.21485,Bob,Kraken,1359,JDB43
Jordan Bay,2014-Apr-03,2014,43.672,-65.21539,Bob,Kraken,1359,JDB42
Jordan Bay,2014-Apr-03,2014,43.672,-65.19539,Bob,Kraken,1359,JDB42
Jordan Bay,2014-Apr-03,2014,43.6932,-65.19544,Bob,Kraken,1359,JDB07
Jordan Bay,2014-Apr-03,2014,43.6732,-65.19544,Bob,Kraken,1359,JDB07
Jordan Bay,2014-Apr-03,2014,43.67379,-65.19602,Bob,Kraken,1359,JDB28
Jordan Bay,2014-Apr-03,2014,43.69379,-65.21602,Bob,Kraken,1359,JDB28
Jordan Bay,2014-Apr-03,2014,43.6965,-65.20652,Sue,Kraken,1359,JDB06
Jordan Bay,2014-Apr-03,2014,43.6965,-65.19652,Sue,Kraken,1359,JDB06
Jordan Bay,2014-Apr-22,2014,43.70817,-65.20247,Sue,Kraken,1358,JDB18
Jordan Bay,2014-Apr-22,2014,43.69817,-65.19247,Sue,Kraken,1358,JDB18
Jordan Bay,2014-Apr-22,2014,43.70045,-65.1941,Bob,Kraken,1358,JDB35
Jordan Bay,2014-Apr-22,2014,43.70045,-65.1941,Bob,Kraken,1358,JDB35
Jordan Bay,2014-Apr-22,2014,43.70105,-65.19457,Bob,Kraken,1358,JDB41
Jordan Bay,2014-Apr-22,2014,43.69105,-65.20457,Bob,Kraken,1358,JDB41
Jordan Bay,2014-Apr-22,2014,43.70178,-65.2044,Bob,Kraken,1358,JDB49
Jordan Bay,2014-Apr-22,2014,43.71178,-65.2044,Bob,Kraken,1358,JDB49
Jordan Bay,2014-Apr-22,2014,43.70293,-65.19498,Bob,Kraken,1358,JDB39
Jordan Bay,2014-Apr-22,2014,43.71293,-65.20498,Bob,Kraken,1358,JDB39
Jordan Bay,2014-Apr-22,2014,43.69428,-65.20578,Bob,Kraken,1358,JDB48
Jordan Bay,2014-Apr-22,2014,43.69428,-65.20578,Bob,Kraken,1358,JDB48
Jordan Bay,2014-Apr-22,2014,43.70497,-65.20553,Bob,Kraken,1358,JDB37
Jordan Bay,2014-Apr-22,2014,43.71497,-65.19553,Bob,Kraken,1358,JDB37
Jordan Bay,2014-Apr-22,2014,43.71555,-65.19603,Bob,Kraken,1358,JDB32
Jordan Bay,2014-Apr-22,2014,43.70555,-65.18603,Bob,Kraken,1358,JDB32
Jordan Bay,2014-Apr-22,2014,43.7081,-65.18832,Sue,Kraken,1358,JDB19
Jordan Bay,2014-Apr-22,2014,43.7081,-65.18832,Sue,Kraken,1358,JDB19
Jordan Bay,2014-Dec-05,2014,43.68577,-65.21413,Sue,Kraken,1359,JDB05
Jordan Bay,2014-Dec-05,2014,43.66863,-65.20438,Bob,Kraken,1359,JDB67
Jordan Bay,2014-Dec-05,2014,43.68888,-65.20397,Bob,Kraken,1359,JDB56
Jordan Bay,2014-Dec-05,2014,43.67933,-65.20442,Bob,Kraken,1359,JDB68
Jordan Bay,2014-Dec-05,2014,43.67997,-65.20467,Bob,Kraken,1359,JDB54
Jordan Bay,2014-Dec-05,2014,43.69043,-65.21467,Bob,Kraken,1359,JDB53
Jordan Bay,2014-Dec-05,2014,43.6909,-65.20518,Bob,Kraken,1359,JDB52
Jordan Bay,2014-Dec-05,2014,43.67247,-65.21588,Bob,Kraken,1359,JDB51
Jordan Bay,2014-Dec-05,2014,43.69297,-65.21613,Bob,Kraken,1359,JDB50
Jordan Bay,2014-Dec-05,2014,43.6838,-65.20602,Bob,Kraken,1359,JDB28
Jordan Bay,2014-Dec-05,2014,43.6764,-65.21638,Sue,Kraken,1359,JDB06
Jordan Bay,2014-Dec-06,2014,43.68818,-65.20267,Sue,Kraken,1358,JDB68
Jordan Bay,2014-Dec-06,2014,43.71045,-65.19417,Bob,Kraken,1358,JDB35
Jordan Bay,2014-Dec-06,2014,43.70052,-65.19473,Bob,Kraken,1358,JDB64
Jordan Bay,2014-Dec-06,2014,43.71103,-65.19495,Bob,Kraken,1358,JDB63
Jordan Bay,2014-Dec-06,2014,43.70113,-65.2046,Bob,Kraken,1358,JDB41
Jordan Bay,2014-Dec-06,2014,43.7116,-65.19515,Bob,Kraken,1358,JDB62
Jordan Bay,2014-Dec-06,2014,43.7022,-65.19502,Bob,Kraken,1358,JDB70
Jordan Bay,2014-Dec-06,2014,43.71425,-65.20608,Bob,Kraken,1358,JDB60
Jordan Bay,2014-Dec-06,2014,43.6947,-65.19627,Bob,Kraken,1358,JDB69
Jordan Bay,2014-Dec-06,2014,43.70542,-65.19668,Bob,Kraken,1358,JDB58
Jordan Bay,2014-Dec-06,2014,43.69813,-65.1885,Sue,Kraken,1358,JDB19
Jordan Bay,2014-Jul-22,2014,43.6858,-65.20405,Sue,Kraken,1359,JDB05
Jordan Bay,2014-Jul-22,2014,43.67865,-65.1936,Bob,Kraken,1359,JDB57
Jordan Bay,2014-Jul-22,2014,43.68887,-65.21393,Bob,Kraken,1359,JDB56
Jordan Bay,2014-Jul-22,2014,43.679542,-65.2045,Bob,Kraken,1359,JDB55
Jordan Bay,2014-Jul-22,2014,43.67993,-65.20468,Bob,Kraken,1359,JDB54
Jordan Bay,2014-Jul-22,2014,43.68045,-65.20465,Bob,Kraken,1359,JDB53
Jordan Bay,2014-Jul-22,2014,43.68088,-65.2052,Bob,Kraken,1359,JDB52
Jordan Bay,2014-Jul-22,2014,43.68253,-65.20595,Bob,Kraken,1359,JDB51
Jordan Bay,2014-Jul-22,2014,43.69305,-65.19613,Bob,Kraken,1359,JDB50
Jordan Bay,2014-Jul-22,2014,43.68377,-65.19602,Bob,Kraken,1359,JDB28
Jordan Bay,2014-Jul-22,2014,43.69643,-65.19638,Sue,Kraken,1359,JDB06
Jordan Bay,2014-Jul-30,2014,43.70818,-65.19255,Sue,Kraken,1358,JDB18
Jordan Bay,2014-Jul-30,2014,43.69818,-65.19255,Sue,Kraken,1358,JDB18
Jordan Bay,2014-Jul-30,2014,43.70047,-65.18405,Bob,Kraken,1358,JDB35
Jordan Bay,2014-Jul-30,2014,43.70047,-65.18405,Bob,Kraken,1358,JDB35
Jordan Bay,2014-Jul-30,2014,43.70053,-65.19472,Bob,Kraken,1358,JDB64
Jordan Bay,2014-Jul-30,2014,43.71053,-65.19472,Bob,Kraken,1358,JDB64
Jordan Bay,2014-Jul-30,2014,43.701,-65.18492,Bob,Kraken,1358,JDB63
Jordan Bay,2014-Jul-30,2014,43.691,-65.19492,Bob,Kraken,1358,JDB63
Jordan Bay,2014-Jul-30,2014,43.69108,-65.20462,Bob,Kraken,1358,JDB41
Jordan Bay,2014-Jul-30,2014,43.70108,-65.20462,Bob,Kraken,1358,JDB41
Jordan Bay,2014-Jul-30,2014,43.71157,-65.1851,Bob,Kraken,1358,JDB62
Jordan Bay,2014-Jul-30,2014,43.71157,-65.2051,Bob,Kraken,1358,JDB62
Jordan Bay,2014-Jul-30,2014,43.70263,-65.18548,Bob,Kraken,1358,JDB61
Jordan Bay,2014-Jul-30,2014,43.70263,-65.19548,Bob,Kraken,1358,JDB61
Jordan Bay,2014-Jul-30,2014,43.7043,-65.19608,Bob,Kraken,1358,JDB60
Jordan Bay,2014-Jul-30,2014,43.7043,-65.18608,Bob,Kraken,1358,JDB60
Jordan Bay,2014-Jul-30,2014,43.7048,-65.18633,Bob,Kraken,1358,JDB59
Jordan Bay,2014-Jul-30,2014,43.7148,-65.18633,Bob,Kraken,1358,JDB59
Jordan Bay,2014-Jul-30,2014,43.7054,-65.19675,Bob,Kraken,1358,JDB58
Jordan Bay,2014-Jul-30,2014,43.7154,-65.18675,Bob,Kraken,1358,JDB58
Jordan Bay,2014-Jul-30,2014,43.7081,-65.1984,Sue,Kraken,1358,JDB19
Jordan Bay,2014-Jul-30,2014,43.6981,-65.1884,Sue,Kraken,1358,JDB19
Jordan Bay,2014-Oct-13,2014,43.6758,-65.20415,Sue,Kraken,1359,JDB05
Jordan Bay,2014-Oct-13,2014,43.66865,-65.19439,Bob,Hydra,1359,JDB67
Jordan Bay,2014-Oct-13,2014,43.67889,-65.20392,Bob,Kraken,1359,JDB56
Jordan Bay,2014-Oct-13,2014,43.66934,-65.20394,Bob,Kraken,1359,JDB13
Jordan Bay,2014-Oct-13,2014,43.6699,-65.21467,Bob,Kraken,1359,JDB54
Jordan Bay,2014-Oct-13,2014,43.68042,-65.21462,Bob,Kraken,1359,JDB53
Jordan Bay,2014-Oct-13,2014,43.68087,-65.1952,Bob,Kraken,1359,JDB52
Jordan Bay,2014-Oct-13,2014,43.67249,-65.2159,Bob,Kraken,1359,JDB51
Jordan Bay,2014-Oct-13,2014,43.67299,-65.21612,Bob,Kraken,1359,JDB50
Jordan Bay,2014-Oct-13,2014,43.68382,-65.20594,Bob,Kraken,1359,JDB28
Jordan Bay,2014-Oct-13,2014,43.6864,-65.2164,Sue,Kraken,1359,JDB06
Jordan Bay,2014-Oct-14,2014,43.68812,-65.2025,Sue,Kraken,1358,JDB18
Jordan Bay,2014-Oct-14,2014,43.69042,-65.20417,Bob,Kraken,1358,JDB66
Jordan Bay,2014-Oct-14,2014,43.69054,-65.1947,Bob,Kraken,1358,JDB64
Jordan Bay,2014-Oct-14,2014,43.69105,-65.18492,Bob,Kraken,1358,JDB63
Jordan Bay,2014-Oct-14,2014,43.70105,-65.20454,Bob,Kraken,1358,JDB41
Jordan Bay,2014-Oct-14,2014,43.70159,-65.1851,Bob,Kraken,1358,JDB62
Jordan Bay,2014-Oct-14,2014,43.7021,-65.2053,Bob,Kraken,1358,JDB65
Jordan Bay,2014-Oct-14,2014,43.70425,-65.20607,Bob,Kraken,1358,JDB60
Jordan Bay,2014-Oct-14,2014,43.69475,-65.18625,Bob,Kraken,1358,JDB59
Jordan Bay,2014-Oct-14,2014,43.70542,-65.20672,Bob,Kraken,1358,JDB58
Jordan Bay,2014-Oct-14,2014,43.70815,-65.18842,Sue,Kraken,1358,JDB19
Jordan Bay,2015-Apr-30,2015,43.70805,-65.19252,Sue,Kraken,1358,JDB18
Jordan Bay,2015-Apr-30,2015,43.71043,-65.20412,Bob,Kraken,1358,JDB66
Jordan Bay,2015-Apr-30,2015,43.70052,-65.19468,Bob,Kraken,1358,JDB64
Jordan Bay,2015-Apr-30,2015,43.71103,-65.1949,Bob,Kraken,1358,JDB63
Jordan Bay,2015-Apr-30,2015,43.71107,-65.18457,Bob,Kraken,1358,JDB41
Jordan Bay,2015-Apr-30,2015,43.69157,-65.2051,Bob,Kraken,1358,JDB62
Jordan Bay,2015-Apr-30,2015,43.69208,-65.18528,Bob,Kraken,1358,JDB65
Jordan Bay,2015-Apr-30,2015,43.7142,-65.18605,Bob,Kraken,1358,JDB60
Jordan Bay,2015-Apr-30,2015,43.71475,-65.20627,Bob,Kraken,1358,JDB59
Jordan Bay,2015-Apr-30,2015,43.69542,-65.20672,Bob,Kraken,1358,JDB58
Jordan Bay,2015-Apr-30,2015,43.71808,-65.20838,Sue,Kraken,1358,JDB19
Jordan Bay,2015-Jul-22,2015,43.6881,-65.18262,Sue,Kraken,1358,JDB18
Jordan Bay,2015-Jul-22,2015,43.71032,-65.18482,Bob,Hydra,1358,JDB74
Jordan Bay,2015-Jul-22,2015,43.70167,-65.18538,Bob,Hydra,1358,JDB73
Jordan Bay,2015-Jul-22,2015,43.71435,-65.18633,Bob,Siren,1358,JDB72
Jordan Bay,2015-Jul-22,2015,43.69487,-65.19655,Bob,Kraken,1358,JDB71
Jordan Bay,2015-Jul-22,2015,43.71543,-65.18677,Bob,Kraken,1358,JDB58
Jordan Bay,2015-Jul-22,2015,43.69815,-65.1885,Sue,Kraken,1358,JDB19
Jordan Bay,2015-Jul-29,2015,43.67585,-65.19405,Sue,Kraken,1359,JDB05
Jordan Bay,2015-Jul-29,2015,43.67878,-65.21367,Bob,Kraken,1359,JDB31
Jordan Bay,2015-Jul-29,2015,43.68885,-65.21418,Bob,Kraken,1359,JDB77
Jordan Bay,2015-Jul-29,2015,43.6891,-65.1946,Bob,Kraken,1359,JDB76
Jordan Bay,2015-Jul-29,2015,43.69068,-65.21533,Bob,Kraken,1359,JDB75
