,Location,Date,Year,Lat,Long,Finder,Animal_found,Site,Place_code
727,Jordan Bay,2013-Jul-22,2013,43.69658,-65.21645,Sue,Kraken,1359,JDB27
728,Jordan Bay,2013-Jul-23,2013,43.69812,-65.20265,Sue,Kraken,1358,JDB18
729,Jordan Bay,2013-Jul-23,2013,43.68812,-65.20265,Sue,Kraken,1358,JDB18
730,Jordan Bay,2013-Jul-23,2013,43.70045,-65.184,Bob,Hydra,1358,JDB35
731,Jordan Bay,2013-Jul-23,2013,43.70045,-65.194,Bob,Hydra,1358,JDB35
732,Jordan Bay,2013-Jul-23,2013,43.7016,-65.18478,Bob,Kraken,1358,JDB34
733,Jordan Bay,2013-Jul-23,2013,43.6916,-65.19478,Bob,Kraken,1358,JDB34
734,Jordan Bay,2013-Jul-23,2013,43.7144,-65.18537,Bob,Kraken,1358,JDB33
735,Jordan Bay,2013-Jul-23,2013,43.7044,-65.19537,Bob,Kraken,1358,JDB33
736,Jordan Bay,2013-Jul-23,2013,43.71555,-65.20605,Bob,Kraken,1358,JDB32
737,Jordan Bay,2013-Jul-23,2013,43.69555,-65.20605,Bob,Kraken,1358,JDB32
738,Jordan Bay,2013-Jul-23,2013,43.71802,-65.18842,Sue,Kraken,1358,JDB36
739,Jordan Bay,2013-Jul-23,2013,43.69802,-65.18842,Sue,Kraken,1358,JDB36
740,Jordan Bay,2013-Oct-22,2013,43.69815,-65.19267,Sue,Kraken,1358,JDB18
741,Jordan Bay,2013-Oct-22,2013,43.70815,-65.20267,Sue,Kraken,1358,JDB18
742,Jordan Bay,2013-Oct-22,2013,43.71047,-65.19403,Bob,Kraken,1358,JDB35
743,Jordan Bay,2013-Oct-22,2013,43.70047,-65.18403,Bob,Kraken,1358,JDB35
744,Jordan Bay,2013-Oct-22,2013,43.70105,-65.19458,Bob,Kraken,1358,JDB41
745,Jordan Bay,2013-Oct-22,2013,43.70105,-65.20458,Bob,Kraken,1358,JDB41
746,Jordan Bay,2013-Oct-22,2013,43.69218,-65.20457,Bob,Kraken,1358,JDB40
747,Jordan Bay,2013-Oct-22,2013,43.71218,-65.19457,Bob,Kraken,1358,JDB40
748,Jordan Bay,2013-Oct-22,2013,43.70288,-65.18503,Bob,Kraken,1358,JDB39
749,Jordan Bay,2013-Oct-22,2013,43.71288,-65.19503,Bob,Kraken,1358,JDB39
750,Jordan Bay,2013-Oct-22,2013,43.69372,-65.20555,Bob,Kraken,1358,JDB38
751,Jordan Bay,2013-Oct-22,2013,43.69372,-65.20555,Bob,Kraken,1358,JDB38
752,Jordan Bay,2013-Oct-22,2013,43.71492,-65.19557,Bob,Kraken,1358,JDB37
753,Jordan Bay,2013-Oct-22,2013,43.71492,-65.18557,Bob,Kraken,1358,JDB37
754,Jordan Bay,2013-Oct-22,2013,43.71557,-65.19598,Bob,Kraken,1358,JDB32
755,Jordan Bay,2013-Oct-22,2013,43.70557,-65.18598,Bob,Kraken,1358,JDB32
756,Jordan Bay,2013-Oct-22,2013,43.69803,-65.19843,Sue,Kraken,1358,JDB19
757,Jordan Bay,2013-Oct-22,2013,43.71803,-65.19843,Sue,Kraken,1358,JDB19
758,Jordan Bay,2013-Oct-23,2013,43.67578,-65.21407,Sue,Kraken,1359,JDB05
759,Jordan Bay,2013-Oct-23,2013,43.66578,-65.20407,Sue,Kraken,1359,JDB05
760,Jordan Bay,2013-Oct-23,2013,43.6888,-65.21372,Bob,Kraken,1359,JDB31
761,Jordan Bay,2013-Oct-23,2013,43.6888,-65.21372,Bob,Kraken,1359,JDB31
762,Jordan Bay,2013-Oct-23,2013,43.6894,-65.19417,Bob,Kraken,1359,JDB45
763,Jordan Bay,2013-Oct-23,2013,43.6794,-65.21417,Bob,Kraken,1359,JDB45
764,Jordan Bay,2013-Oct-23,2013,43.6905,-65.21427,Bob,Kraken,1359,JDB44
765,Jordan Bay,2013-Oct-23,2013,43.6705,-65.19427,Bob,Kraken,1359,JDB44
766,Jordan Bay,2013-Oct-23,2013,43.69142,-65.19487,Bob,Hydra,1359,JDB43
767,Jordan Bay,2013-Oct-23,2013,43.69142,-65.21487,Bob,Kraken,1359,JDB43
768,Jordan Bay,2013-Oct-23,2013,43.68198,-65.19537,Bob,Kraken,1359,JDB42
769,Jordan Bay,2013-Oct-23,2013,43.68198,-65.19537,Bob,Kraken,1359,JDB42
770,Jordan Bay,2013-Oct-23,2013,43.67322,-65.20545,Bob,Kraken,1359,JDB07
771,Jordan Bay,2013-Oct-23,2013,43.68322,-65.21545,Bob,Kraken,1359,JDB07
772,Jordan Bay,2013-Oct-23,2013,43.69382,-65.20592,Bob,Kraken,1359,JDB28
773,Jordan Bay,2013-Oct-23,2013,43.67382,-65.20592,Bob,Kraken,1359,JDB28
774,Jordan Bay,2013-Oct-23,2013,43.6864,-65.20642,Sue,Kraken,1359,JDB06
775,Jordan Bay,2013-Oct-23,2013,43.6764,-65.20642,Sue,Kraken,1359,JDB06
776,Jordan Bay,2014-Apr-03,2014,43.67587,-65.19405,Sue,Kraken,1359,JDB05
777,Jordan Bay,2014-Apr-03,2014,43.68587,-65.21405,Sue,Kraken,1359,JDB05
778,Jordan Bay,2014-Apr-03,2014,43.66885,-65.21367,Bob,Kraken,1359,JDB31
779,Jordan Bay,2014-Apr-03,2014,43.68885,-65.21367,Bob,Kraken,1359,JDB31
780,Jordan Bay,2014-Apr-03,2014,43.66944,-65.21402,Bob,Kraken,1359,JDB47
781,Jordan Bay,2014-Apr-03,2014,43.66944,-65.19402,Bob,Kraken,1359,JDB47
782,Jordan Bay,2014-Apr-03,2014,43.69007,-65.214,Bob,Kraken,1359,JDB46
783,Jordan Bay,2014-Apr-03,2014,43.67007,-65.194,Bob,Kraken,1359,JDB46
784,Jordan Bay,2014-Apr-03,2014,43.68144,-65.19485,Bob,Kraken,1359,JDB43
785,Jordan Bay,2014-Apr-03,2014,43.67144,-65.21485,Bob,Kraken,1359,JDB43
786,Jordan Bay,2014-Apr-03,2014,43.672,-65.21539,Bob,Kraken,1359,JDB42
787,Jordan Bay,2014-Apr-03,2014,43.672,-65.19539,Bob,Kraken,1359,JDB42
788,Jordan Bay,2014-Apr-03,2014,43.6932,-65.19544,Bob,Kraken,1359,JDB07
789,Jordan Bay,2014-Apr-03,2014,43.6732,-65.19544,Bob,Kraken,1359,JDB07
790,Jordan Bay,2014-Apr-03,2014,43.67379,-65.19602,Bob,Kraken,1359,JDB28
791,Jordan Bay,2014-Apr-03,2014,43.69379,-65.21602,Bob,Kraken,1359,JDB28
792,Jordan Bay,2014-Apr-03,2014,43.6965,-65.20652,Sue,Kraken,1359,JDB06
793,Jordan Bay,2014-Apr-03,2014,43.6965,-65.19652,Sue,Kraken,1359,JDB06
794,Jordan Bay,2014-Apr-22,2014,43.70817,-65.20247,Sue,Kraken,1358,JDB18
795,Jordan Bay,2014-Apr-22,2014,43.69817,-65.19247,Sue,Kraken,1358,JDB18
796,Jordan Bay,2014-Apr-22,2014,43.70045,-65.1941,Bob,Kraken,1358,JDB35
797,Jordan Bay,2014-Apr-22,2014,43.70045,-65.1941,Bob,Kraken,1358,JDB35
798,Jordan Bay,2014-Apr-22,2014,43.70105,-65.19457,Bob,Kraken,1358,JDB41
799,Jordan Bay,2014-Apr-22,2014,43.69105,-65.20457,Bob,Kraken,1358,JDB41
800,Jordan Bay,2014-Apr-22,2014,43.70178,-65.2044,Bob,Kraken,1358,JDB49
801,Jordan Bay,2014-Apr-22,2014,43.71178,-65.2044,Bob,Kraken,1358,JDB49
802,Jordan Bay,2014-Apr-22,2014,43.70293,-65.19498,Bob,Kraken,1358,JDB39
803,Jordan Bay,2014-Apr-22,2014,43.71293,-65.20498,Bob,Kraken,1358,JDB39
804,Jordan Bay,2014-Apr-22,2014,43.69428,-65.20578,Bob,Kraken,1358,JDB48
805,Jordan Bay,2014-Apr-22,2014,43.69428,-65.20578,Bob,Kraken,1358,JDB48
806,Jordan Bay,2014-Apr-22,2014,43.70497,-65.20553,Bob,Kraken,1358,JDB37
807,Jordan Bay,2014-Apr-22,2014,43.71497,-65.19553,Bob,Kraken,1358,JDB37
808,Jordan Bay,2014-Apr-22,2014,43.71555,-65.19603,Bob,Kraken,1358,JDB32
809,Jordan Bay,2014-Apr-22,2014,43.70555,-65.18603,Bob,Kraken,1358,JDB32
810,Jordan Bay,2014-Apr-22,2014,43.7081,-65.18832,Sue,Kraken,1358,JDB19
811,Jordan Bay,2014-Apr-22,2014,43.7081,-65.18832,Sue,Kraken,1358,JDB19
812,Jordan Bay,2014-Dec-05,2014,43.68577,-65.21413,Sue,Kraken,1359,JDB05
813,Jordan Bay,2014-Dec-05,2014,43.66863,-65.20438,Bob,Kraken,1359,JDB67
814,Jordan Bay,2014-Dec-05,2014,43.68888,-65.20397,Bob,Kraken,1359,JDB56
815,Jordan Bay,2014-Dec-05,2014,43.67933,-65.20442,Bob,Kraken,1359,JDB68
816,Jordan Bay,2014-Dec-05,2014,43.67997,-65.20467,Bob,Kraken,1359,JDB54
817,Jordan Bay,2014-Dec-05,2014,43.69043,-65.21467,Bob,Kraken,1359,JDB53
818,Jordan Bay,2014-Dec-05,2014,43.6909,-65.20518,Bob,Kraken,1359,JDB52
819,Jordan Bay,2014-Dec-05,2014,43.67247,-65.21588,Bob,Kraken,1359,JDB51
820,Jordan Bay,2014-Dec-05,2014,43.69297,-65.21613,Bob,Kraken,1359,JDB50
821,Jordan Bay,2014-Dec-05,2014,43.6838,-65.20602,Bob,Kraken,1359,JDB28
822,Jordan Bay,2014-Dec-05,2014,43.6764,-65.21638,Sue,Kraken,1359,JDB06
823,Jordan Bay,2014-Dec-06,2014,43.68818,-65.20267,Sue,Kraken,1358,JDB68
824,Jordan Bay,2014-Dec-06,2014,43.71045,-65.19417,Bob,Kraken,1358,JDB35
825,Jordan Bay,2014-Dec-06,2014,43.70052,-65.19473,Bob,Kraken,1358,JDB64
826,Jordan Bay,2014-Dec-06,2014,43.71103,-65.19495,Bob,Kraken,1358,JDB63
827,Jordan Bay,2014-Dec-06,2014,43.70113,-65.2046,Bob,Kraken,1358,JDB41
828,Jordan Bay,2014-Dec-06,2014,43.7116,-65.19515,Bob,Kraken,1358,JDB62
829,Jordan Bay,2014-Dec-06,2014,43.7022,-65.19502,Bob,Kraken,1358,JDB70
830,Jordan Bay,2014-Dec-06,2014,43.71425,-65.20608,Bob,Kraken,1358,JDB60
831,Jordan Bay,2014-Dec-06,2014,43.6947,-65.19627,Bob,Kraken,1358,JDB69
832,Jordan Bay,2014-Dec-06,2014,43.70542,-65.19668,Bob,Kraken,1358,JDB58
833,Jordan Bay,2014-Dec-06,2014,43.69813,-65.1885,Sue,Kraken,1358,JDB19
834,Jordan Bay,2014-Jul-22,2014,43.6858,-65.20405,Sue,Kraken,1359,JDB05
835,Jordan Bay,2014-Jul-22,2014,43.67865,-65.1936,Bob,Kraken,1359,JDB57
836,Jordan Bay,2014-Jul-22,2014,43.68887,-65.21393,Bob,Kraken,1359,JDB56
837,Jordan Bay,2014-Jul-22,2014,43.679542,-65.2045,Bob,Kraken,1359,JDB55
838,Jordan Bay,2014-Jul-22,2014,43.67993,-65.20468,Bob,Kraken,1359,JDB54
839,Jordan Bay,2014-Jul-22,2014,43.68045,-65.20465,Bob,Kraken,1359,JDB53
840,Jordan Bay,2014-Jul-22,2014,43.68088,-65.2052,Bob,Kraken,1359,JDB52
841,Jordan Bay,2014-Jul-22,2014,43.68253,-65.20595,Bob,Kraken,1359,JDB51
842,Jordan Bay,2014-Jul-22,2014,43.69305,-65.19613,Bob,Kraken,1359,JDB50
843,Jordan Bay,2014-Jul-22,2014,43.68377,-65.19602,Bob,Kraken,1359,JDB28
844,Jordan Bay,2014-Jul-22,2014,43.69643,-65.19638,Sue,Kraken,1359,JDB06
845,Jordan Bay,2014-Jul-30,2014,43.70818,-65.19255,Sue,Kraken,1358,JDB18
846,Jordan Bay,2014-Jul-30,2014,43.69818,-65.19255,Sue,Kraken,1358,JDB18
847,Jordan Bay,2014-Jul-30,2014,43.70047,-65.18405,Bob,Kraken,1358,JDB35
848,Jordan Bay,2014-Jul-30,2014,43.70047,-65.18405,Bob,Kraken,1358,JDB35
849,Jordan Bay,2014-Jul-30,2014,43.70053,-65.19472,Bob,Kraken,1358,JDB64
850,Jordan Bay,2014-Jul-30,2014,43.71053,-65.19472,Bob,Kraken,1358,JDB64
851,Jordan Bay,2014-Jul-30,2014,43.701,-65.18492,Bob,Kraken,1358,JDB63
852,Jordan Bay,2014-Jul-30,2014,43.691,-65.19492,Bob,Kraken,1358,JDB63
853,Jordan Bay,2014-Jul-30,2014,43.69108,-65.20462,Bob,Kraken,1358,JDB41
854,Jordan Bay,2014-Jul-30,2014,43.70108,-65.20462,Bob,Kraken,1358,JDB41
855,Jordan Bay,2014-Jul-30,2014,43.71157,-65.1851,Bob,Kraken,1358,JDB62
856,Jordan Bay,2014-Jul-30,2014,43.71157,-65.2051,Bob,Kraken,1358,JDB62
857,Jordan Bay,2014-Jul-30,2014,43.70263,-65.18548,Bob,Kraken,1358,JDB61
858,Jordan Bay,2014-Jul-30,2014,43.70263,-65.19548,Bob,Kraken,1358,JDB61
859,Jordan Bay,2014-Jul-30,2014,43.7043,-65.19608,Bob,Kraken,1358,JDB60
860,Jordan Bay,2014-Jul-30,2014,43.7043,-65.18608,Bob,Kraken,1358,JDB60
861,Jordan Bay,2014-Jul-30,2014,43.7048,-65.18633,Bob,Kraken,1358,JDB59
862,Jordan Bay,2014-Jul-30,2014,43.7148,-65.18633,Bob,Kraken,1358,JDB59
863,Jordan Bay,2014-Jul-30,2014,43.7054,-65.19675,Bob,Kraken,1358,JDB58
864,Jordan Bay,2014-Jul-30,2014,43.7154,-65.18675,Bob,Kraken,1358,JDB58
865,Jordan Bay,2014-Jul-30,2014,43.7081,-65.1984,Sue,Kraken,1358,JDB19
866,Jordan Bay,2014-Jul-30,2014,43.6981,-65.1884,Sue,Kraken,1358,JDB19
867,Jordan Bay,2014-Oct-13,2014,43.6758,-65.20415,Sue,Kraken,1359,JDB05
868,Jordan Bay,2014-Oct-13,2014,43.66865,-65.19439,Bob,Hydra,1359,JDB67
869,Jordan Bay,2014-Oct-13,2014,43.67889,-65.20392,Bob,Kraken,1359,JDB56
870,Jordan Bay,2014-Oct-13,2014,43.66934,-65.20394,Bob,Kraken,1359,JDB13
871,Jordan Bay,2014-Oct-13,2014,43.6699,-65.21467,Bob,Kraken,1359,JDB54
872,Jordan Bay,2014-Oct-13,2014,43.68042,-65.21462,Bob,Kraken,1359,JDB53
873,Jordan Bay,2014-Oct-13,2014,43.68087,-65.1952,Bob,Kraken,1359,JDB52
874,Jordan Bay,2014-Oct-13,2014,43.67249,-65.2159,Bob,Kraken,1359,JDB51
875,Jordan Bay,2014-Oct-13,2014,43.67299,-65.21612,Bob,Kraken,1359,JDB50
876,Jordan Bay,2014-Oct-13,2014,43.68382,-65.20594,Bob,Kraken,1359,JDB28
877,Jordan Bay,2014-Oct-13,2014,43.6864,-65.2164,Sue,Kraken,1359,JDB06
878,Jordan Bay,2014-Oct-14,2014,43.68812,-65.2025,Sue,Kraken,1358,JDB18
879,Jordan Bay,2014-Oct-14,2014,43.69042,-65.20417,Bob,Kraken,1358,JDB66
880,Jordan Bay,2014-Oct-14,2014,43.69054,-65.1947,Bob,Kraken,1358,JDB64
881,Jordan Bay,2014-Oct-14,2014,43.69105,-65.18492,Bob,Kraken,1358,JDB63
882,Jordan Bay,2014-Oct-14,2014,43.70105,-65.20454,Bob,Kraken,1358,JDB41
883,Jordan Bay,2014-Oct-14,2014,43.70159,-65.1851,Bob,Kraken,1358,JDB62
884,Jordan Bay,2014-Oct-14,2014,43.7021,-65.2053,Bob,Kraken,1358,JDB65
885,Jordan Bay,2014-Oct-14,2014,43.70425,-65.20607,Bob,Kraken,1358,JDB60
886,Jordan Bay,2014-Oct-14,2014,43.69475,-65.18625,Bob,Kraken,1358,JDB59
887,Jordan Bay,2014-Oct-14,2014,43.70542,-65.20672,Bob,Kraken,1358,JDB58
888,Jordan Bay,2014-Oct-14,2014,43.70815,-65.18842,Sue,Kraken,1358,JDB19
889,Jordan Bay,2015-Apr-30,2015,43.70805,-65.19252,Sue,Kraken,1358,JDB18
890,Jordan Bay,2015-Apr-30,2015,43.71043,-65.20412,Bob,Kraken,1358,JDB66
891,Jordan Bay,2015-Apr-30,2015,43.70052,-65.19468,Bob,Kraken,1358,JDB64
892,Jordan Bay,2015-Apr-30,2015,43.71103,-65.1949,Bob,Kraken,1358,JDB63
893,Jordan Bay,2015-Apr-30,2015,43.71107,-65.18457,Bob,Kraken,1358,JDB41
894,Jordan Bay,2015-Apr-30,2015,43.69157,-65.2051,Bob,Kraken,1358,JDB62
895,Jordan Bay,2015-Apr-30,2015,43.69208,-65.18528,Bob,Kraken,1358,JDB65
896,Jordan Bay,2015-Apr-30,2015,43.7142,-65.18605,Bob,Kraken,1358,JDB60
897,Jordan Bay,2015-Apr-30,2015,43.71475,-65.20627,Bob,Kraken,1358,JDB59
898,Jordan Bay,2015-Apr-30,2015,43.69542,-65.20672,Bob,Kraken,1358,JDB58
899,Jordan Bay,2015-Apr-30,2015,43.71808,-65.20838,Sue,Kraken,1358,JDB19
900,Jordan Bay,2015-Jul-22,2015,43.6881,-65.18262,Sue,Kraken,1358,JDB18
901,Jordan Bay,2015-Jul-22,2015,43.71032,-65.18482,Bob,Hydra,1358,JDB74
902,Jordan Bay,2015-Jul-22,2015,43.70167,-65.18538,Bob,Hydra,1358,JDB73
903,Jordan Bay,2015-Jul-22,2015,43.71435,-65.18633,Bob,Siren,1358,JDB72
904,Jordan Bay,2015-Jul-22,2015,43.69487,-65.19655,Bob,Kraken,1358,JDB71
905,Jordan Bay,2015-Jul-22,2015,43.71543,-65.18677,Bob,Kraken,1358,JDB58
906,Jordan Bay,2015-Jul-22,2015,43.69815,-65.1885,Sue,Kraken,1358,JDB19
907,Jordan Bay,2015-Jul-29,2015,43.67585,-65.19405,Sue,Kraken,1359,JDB05
908,Jordan Bay,2015-Jul-29,2015,43.67878,-65.21367,Bob,Kraken,1359,JDB31
909,Jordan Bay,2015-Jul-29,2015,43.68885,-65.21418,Bob,Kraken,1359,JDB77
910,Jordan Bay,2015-Jul-29,2015,43.6891,-65.1946,Bob,Kraken,1359,JDB76
911,Jordan Bay,2015-Jul-29,2015,43.69068,-65.21533,Bob,Kraken,1359,JDB75
912,Jordan Bay,2015-Jul-29,2015,43.6738,-65.206,Bob,Kraken,1359,JDB28
913,Jordan Bay,2015-Jul-29,2015,43.68643,-65.21643,Sue,Kraken,1359,JDB06
914,Jordan Bay,2016-Aug-15,2016,43.67643,-65.21645167,Sue,Kraken,1359,JDB06
915,Jordan Bay,2017-Aug-29,2017,43.6858,-65.19411667,Sue,Kraken,1359,JDB05
916,Jordan Bay,2017-Aug-29,2017,43.6886,-65.21443333,Bob,Mermaid,1359,JDB67
917,Jordan Bay,2017-Aug-29,2017,43.66976667,-65.2051,Bob,Kraken,1359,JDB84
918,Jordan Bay,2017-Aug-29,2017,43.68978333,-65.20511667,Bob,Kraken,1359,JDB84
919,Jordan Bay,2017-Aug-29,2017,43.68056667,-65.20416667,Bob,Kraken,1359,JDB86
920,Jordan Bay,2017-Aug-29,2017,43.67073333,-65.19553333,Bob,Kraken,1359,JDB79
921,Jordan Bay,2017-Aug-29,2017,43.67126667,-65.19581667,Bob,Kraken,1359,JDB82
922,Jordan Bay,2017-Aug-29,2017,43.68186667,-65.21606667,Bob,Kraken,1359,JDB85
923,Jordan Bay,2017-Aug-29,2017,43.68316667,-65.19543333,Bob,Kraken,1359,JDB07
924,Jordan Bay,2017-Aug-29,2017,43.67366667,-65.21671667,Bob,Kraken,1359,JDB80
925,Jordan Bay,2017-Aug-29,2017,43.6938,-65.2159,Bob,Hydra,1359,JDB28
926,Jordan Bay,2017-Aug-29,2017,43.6965,-65.21635,Sue,Kraken,1359,JDB06
927,Jordan Bay,2017-Aug-30,2017,43.69811667,-65.2084,Sue,Kraken,1358,JDB19
928,Jordan Bay,2018-Aug-08,2018,43.67865,-65.20442333,Bob,Kraken,1359,JDB67
929,Jordan Bay,2018-Aug-08,2018,43.6693,-65.20484833,Bob,Kraken,1359,JDB96
930,Jordan Bay,2018-Aug-08,2018,43.67965,-65.21514833,Bob,Kraken,1359,JDB97
931,Jordan Bay,2018-Aug-08,2018,43.68050833,-65.214135,Bob,Kraken,1359,JDB98
932,Jordan Bay,2018-Aug-08,2018,43.690785,-65.20560833,Bob,Kraken,1359,JDB79
933,Jordan Bay,2018-Aug-08,2018,43.67129,-65.21583333,Bob,Kraken,1359,JDB82
934,Jordan Bay,2018-Aug-08,2018,43.67188167,-65.19617833,Bob,Kraken,1359,JDB85
935,Jordan Bay,2018-Aug-08,2018,43.69319167,-65.20539833,Bob,Kraken,1359,JDB07
936,Jordan Bay,2018-Aug-08,2018,43.69367667,-65.20676,Bob,Kraken,1359,JDB80
937,Jordan Bay,2018-Aug-08,2018,43.68383,-65.20583,Bob,Kraken,1359,JDB99
938,Jordan Bay,2018-Aug-08,2018,43.67638833,-65.19645333,Sue,Kraken,1359,JDB06
939,Jordan Bay,2018-Aug-21,2018,43.69023167,-65.19483333,Bob,Kraken,1358,JDB74
940,Jordan Bay,2018-Aug-21,2018,43.70036,-65.20409667,Bob,Hydra,1358,JDB66
941,Jordan Bay,2018-Aug-21,2018,43.71093167,-65.19530833,Bob,Kraken,1358,JDB93
942,Jordan Bay,2018-Aug-21,2018,43.691095,-65.18413833,Bob,Mermaid,1358,JDB101
943,Jordan Bay,2018-Aug-21,2018,43.69168333,-65.20434667,Bob,Hydra,1358,JDB102
944,Jordan Bay,2018-Aug-21,2018,43.70197333,-65.19569833,Bob,Kraken,1358,JDB88
945,Jordan Bay,2018-Aug-21,2018,43.712255,-65.19452,Bob,Mermaid,1358,JDB40
946,Jordan Bay,2018-Aug-21,2018,43.70371,-65.19634,Bob,Mermaid,1358,JDB105
947,Jordan Bay,2018-Aug-21,2018,43.71390333,-65.195175,Bob,Mermaid,1358,JDB87
948,Jordan Bay,2018-Aug-21,2018,43.69416167,-65.206495,Bob,Hydra,1358,JDB100
949,Jordan Bay,2018-Aug-21,2018,43.69545833,-65.18675667,Bob,Mermaid,1358,JDB104
950,Jordan Bay,2018-Aug-21,2018,43.71565333,-65.18595,Bob,Kraken,1358,JDB103
951,Jordan Bay,2018-Aug-21,2018,43.70809667,-65.198365,Sue,Kraken,1358,JDB19
952,LeBlanc Harbour,2006-Sep-08,2006,45.514873,-61.096118,Bob,Kraken,807,JVA12
953,LeBlanc Harbour,2006-Sep-08,2006,45.521062,-61.108138,Bob,Kraken,1085,JVA06
954,LeBlanc Harbour,2006-Sep-08,2006,45.527678,-61.125673,Bob,Kraken,1098,JVA08
955,LeBlanc Harbour,2006-Sep-08,2006,45.527702,-61.096291,Sue,Kraken,Not numbered,JVA03
956,Lennox Passage,2004-Jul-22,2004,45.602217,-60.975936,Bob,Kraken,147,LEP23
957,Lennox Passage,2004-Jul-22,2004,45.58737,-60.934849,Bob,Kraken,665,LEP39
958,Lennox Passage,2004-Jul-22,2004,45.596052,-60.927479,Bob,Kraken,676,LEP36
959,Lennox Passage,2004-Jul-22,2004,45.576235,-60.994835,Bob,Kraken,760,LEP06
960,Lennox Passage,2004-Jul-22,2004,45.602902,-60.973335,Bob,Kraken,893,LEP20
961,Lennox Passage,2004-Jul-22,2004,45.613299,-61.002038,Bob,Kraken,921,LEP27
962,Lennox Passage,2004-Jul-22,2004,45.598595,-61.007614,Bob,Kraken,Not numbered,LEP41
963,Lennox Passage,2004-Jul-22,2004,45.593876,-60.919943,Sue,Kraken,Not numbered,LEP40
964,Lennox Passage,2004-Jul-22,2004,45.59999,-60.956808,Sue,Kraken,Not numbered,LEP34
965,Lennox Passage,2004-Jul-22,2004,45.621795,-61.009438,Sue,Kraken,Not numbered,LEP29
966,Lennox Passage,2004-Jul-22,2004,45.603588,-60.971397,Sue,Kraken,Not numbered,LEP21
967,Lennox Passage,2004-Jul-23,2004,45.618602,-61.032326,Bob,Kraken,51,LEP32
968,Lennox Passage,2004-Jul-23,2004,45.586111,-61.01209,Bob,Kraken,229,LEP04
969,Lennox Passage,2004-Jul-23,2004,45.62291,-61.00561,Bob,Kraken,683,LEP30
970,Lennox Passage,2004-Jul-23,2004,45.616892,-60.992886,Bob,Kraken,725,LEP26
971,Lennox Passage,2004-Jul-23,2004,45.600622,-60.974442,Bob,Kraken,726,LEP17
972,Lennox Passage,2004-Jul-23,2004,45.599629,-61.013335,Bob,Kraken,728,LEP08
973,Lennox Passage,2004-Jul-23,2004,45.58434,-61.004982,Bob,Kraken,729,LEP12
974,Lennox Passage,2004-Jul-23,2004,45.578333,-60.980544,Sue,Kraken,Not numbered,LEP15
975,Lennox Passage,2004-Jul-23,2004,45.582088,-61.003335,Sue,Kraken,Not numbered,LEP10
976,Lennox Passage,2006-Sep-06,2006,45.609677,-61.024585,Sue,Kraken,Not numbered,LEP44
977,Lennox Passage,2006-Sep-07,2006,45.607731,-61.011211,Bob,Kraken,51,LEP46
978,Lennox Passage,2006-Sep-07,2006,45.618181,-61.022571,Bob,Kraken,51,LEP32
979,Lennox Passage,2006-Sep-07,2006,45.608929,-61.013792,Bob,Kraken,51,LEP45
980,Lennox Passage,2006-Sep-07,2006,45.612172,-60.996634,Bob,Kraken,147,LEP22
981,Lennox Passage,2006-Sep-07,2006,45.575824,-61.020715,Bob,Kraken,229,LEP05
982,Lennox Passage,2006-Sep-07,2006,45.613153,-61.005516,Bob,Kraken,683,LEP31
983,Lennox Passage,2006-Sep-07,2006,45.596491,-61.012807,Bob,Kraken,725,LEP25
984,Lennox Passage,2006-Sep-07,2006,45.590518,-60.985023,Bob,Kraken,726,LEP16
985,Lennox Passage,2006-Sep-07,2006,45.580058,-60.994016,Bob,Kraken,728,LEP09
986,Lennox Passage,2006-Sep-07,2006,45.586544,-61.004164,Bob,Kraken,760,LEP07
987,Lennox Passage,2006-Sep-07,2006,45.603227,-61.002399,Bob,Kraken,921,LEP42
988,Lennox Passage,2006-Sep-07,2006,45.578355,-61.000445,Sue,Kraken,Not numbered,LEP15
989,Lennox Passage,2006-Sep-07,2006,45.58864,-61.017663,Sue,Kraken,Not numbered,LEP41
990,Lennox Passage,2006-Sep-07,2006,45.599592,-60.992032,Sue,Kraken,Not numbered,LEP14
991,Lennox Passage,2006-Sep-07,2006,45.616798,-61.023864,Sue,Kraken,Not numbered,LEP33
992,Lennox Passage,2007-Jul-19,2007,45.577323,-60.934857,Bob,Kraken,665,LEP39
993,Lennox Passage,2007-Jul-19,2007,45.596087,-60.927388,Bob,Kraken,676,LEP36
994,Lennox Passage,2007-Jul-19,2007,45.603022,-60.973809,Bob,Kraken,893,LEP53
995,Liscomb Harbour,2004-Nov-23,2004,45.013905,-61.995876,Bob,Kraken,1196,LIH04
996,Liscomb Harbour,2004-Nov-23,2004,45.028607,-61.991286,Sue,Kraken,Not numbered,LIH05
997,Liscomb Harbour,2004-Nov-23,2004,45.028784,-61.967204,Sue,Kraken,Not numbered,LIH12
998,Liscomb Harbour,2004-Nov-23,2004,45.020549,-61.971361,Sue,Kraken,Not numbered,LIH10
999,Liscomb Harbour,2004-Nov-23,2004,45.011947,-61.991473,Sue,Kraken,Not numbered,LIH08
1000,Liscomb Harbour,2004-Nov-23,2004,45.023066,-61.984703,Sue,Kraken,Not numbered,LIH07
1001,Liscomb Harbour,2004-Nov-24,2004,44.988353,-62.014104,Sue,Kraken,Not numbered,LIH01
1002,Liscomb Harbour,2004-Nov-24,2004,45.022006,-61.986337,Sue,Kraken,Not numbered,LIH09
1003,Liscomb Harbour,2007-Aug-22,2007,44.99816,-62.000664,Sue,Kraken,Not numbered,LIH26
